,Title,Year,imdbID,Rated,Director,Actors,Language,Plot,IMDb_link,Runtime,BoxOffice,IMDb,RT,Meta,poster_path,backdrop_path,Watched,Season
61,Dr. Goldfoot and the Bikini Machine,1965,tt0059124,Approved,"Norman Taurog, Ishirô Honda","Vincent Price, Frankie Avalon, Dwayne Hickman",English,A skirt-chasing spy and a millionaire bachelor must foil mad scientist Dr. Goldfoot's plot to use his army of bikini-clad robots to seduce wealthy men into signing over their assets.,https://www.imdb.com/title/tt0059124,88,,5.1,29.0,,/v1NPmkAgQ85fTJAD7cmZ2EcFCvh.jpg,/x5pCJEEXyi5noe2iT7u8kVRyMpb.jpg,True,2.0
62,Dreamscape,1984,tt0087175,R,Joseph Ruben,"Dennis Quaid, Max von Sydow, Christopher Plummer",English,A man who can enter and manipulate people's dreams is recruited by a government agency to help cure the President of the United States of his nightmares about nuclear war but stumbles upon an assassination plot.,https://www.imdb.com/title/tt0087175,99,12145169.0,6.3,79.0,63.0,/gRLhwWhXS9asnE4c1mt84t1iEER.jpg,/tc3ti6qRHDRKLwXBoVltRIkYIbL.jpg,True,10.0
63,Dredd,2012,tt1343727,R,Pete Travis,"Karl Urban, Olivia Thirlby, Lena Headey",English,"In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO.",https://www.imdb.com/title/tt1343727,95,13414714.0,7.1,80.0,60.0,/wLx65gtGVnUFCxceHWGszcruCZj.jpg,/yeF9ewBnFp9d5nqdHMic4IAOqrs.jpg,True,9.0
64,Dune,1984,tt0087182,PG-13,David Lynch,"Kyle MacLachlan, Virginia Madsen, Francesca Annis",English,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis to free their desert world from the emperor's rule.,https://www.imdb.com/title/tt0087182,137,30925690.0,6.3,37.0,41.0,/ldugBX89jCQA9RRwfzRgX0gNpBc.jpg,/5wJ2tckpvwcxGCAgZiccodwEJpf.jpg,True,4.0
65,E.T. the Extra-Terrestrial,1982,tt0083866,PG,Steven Spielberg,"Henry Thomas, Drew Barrymore, Peter Coyote",English,A troubled child summons the courage to help a friendly alien escape from Earth and return to his home planet.,https://www.imdb.com/title/tt0083866,115,439454989.0,7.9,99.0,92.0,/an0nD6uq6byfxXCfk6lQBzdL2J1.jpg,/1jVEONg10d7lJunwl9GAS6tUGkB.jpg,False,8.0
66,Earth Girls Are Easy,1988,tt0097257,PG,Julien Temple,"Geena Davis, Jeff Goldblum, Jim Carrey",English,A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.,https://www.imdb.com/title/tt0097257,100,3916303.0,5.5,68.0,66.0,/pO9Edq8mgp9kD3N6EkCGYLnIVaA.jpg,/6qQZ54iVgQWOFaVWss77yHy8YHu.jpg,False,10.0
67,Edge of Tomorrow,2014,tt1631867,PG-13,Doug Liman,"Tom Cruise, Emily Blunt, Bill Paxton",English,"A soldier fighting aliens gets to relive the same day over and over again, the day restarting every time he dies.",https://www.imdb.com/title/tt1631867,113,100206256.0,7.9,91.0,71.0,/xjw5trHV7Mwo61P0kCTy8paEkgO.jpg,/4V1yIoAKPMRQwGBaSses8Bp2nsi.jpg,True,3.0
68,Elysium,2013,tt1535108,R,Neill Blomkamp,"Matt Damon, Jodie Foster, Sharlto Copley","English, Spanish, French, Afrikaans","In the year 2154, the very wealthy live on a man-made space station while the rest of the population resides on a ruined Earth. A man takes on a mission that could bring equality to the polarized worlds.",https://www.imdb.com/title/tt1535108,109,93050117.0,6.6,64.0,61.0,/aRjuJuPXHtVs6YegfeeQWXGRs1E.jpg,/xjnxyYqsgRDF9NmuNF19kHHu0Yg.jpg,True,2.0
69,Embers,2015,tt3503460,Not Rated,Claire Carré,"Jason Ritter, Iva Gocheva, Greta Fernández",English,"After a global neurological epidemic, those who remain search for meaning and connection in a world without memory.",https://www.imdb.com/title/tt3503460,85,,5.3,83.0,55.0,/1pdOleZZ8jdXq7gPIdNvoRRcYrF.jpg,/pBRwq6SHcjteOSxaflR2YE6wOOg.jpg,True,6.0
70,Ender's Game,2013,tt1731141,PG-13,Gavin Hood,"Harrison Ford, Asa Butterfield, Hailee Steinfeld",English,"Young Ender Wiggin is recruited by the International Military to lead the fight against the Formics, an insectoid alien race who had previously tried to invade Earth and had inflicted heavy losses on humankind.",https://www.imdb.com/title/tt1731141,114,61737191.0,6.6,63.0,51.0,/vrEpLNkv30qw7JiVyorgR6NOWDm.jpg,/qGqlWb5izTPtFngBWdbJAEmninR.jpg,True,4.0
71,Enemy Mine,1985,tt0089092,PG-13,Wolfgang Petersen,"Dennis Quaid, Louis Gossett Jr., Brion James",English,"During a long space war, the lives of two wounded enemies become dependent on their ability to forgive and to trust.",https://www.imdb.com/title/tt0089092,108,12303411.0,6.8,59.0,59.0,/a3dr9L8VIjhEvivzQ2M12VQDere.jpg,/dMjNyPk3aBwXYYfAuSAwSRz1ewa.jpg,True,1.0
72,Equilibrium,2002,tt0238380,R,Kurt Wimmer,"Christian Bale, Sean Bean, Emily Watson",English,"In an oppressive future where all forms of feeling are illegal, a man in charge of enforcing the law rises to overthrow the system and state.",https://www.imdb.com/title/tt0238380,107,1203794.0,7.3,40.0,33.0,/eW3YrxOh3rd6PnRgMSftYoflvfe.jpg,/huZZBPyYUnMPCnrAFyJhnwYsQx9.jpg,True,6.0
73,Escape from New York,1981,tt0082340,R,John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine",English,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",https://www.imdb.com/title/tt0082340,99,25244626.0,7.1,86.0,76.0,/yreqWiQ7IOkXWVB2Tz4LJIs7xqA.jpg,/aXPCXYFzFzdveVVk1HjVf9fHUcn.jpg,True,1.0
74,Europa Report,2013,tt2051879,PG-13,Sebastián Cordero,"Sharlto Copley, Michael Nyqvist, Christian Camargo","English, Russian, Chinese",An international crew of astronauts undertakes a privately funded mission to search for life on Jupiter's fourth largest moon.,https://www.imdb.com/title/tt2051879,90,125687.0,6.4,80.0,68.0,/tbsfaBjiAW5vfrV06R8KCOzVOYy.jpg,/7bXsWwEkqrjCEAykNR9D5EspTLD.jpg,True,4.0
75,Evil Brain from Outer Space,1966,tt0058072,,"Koreyoshi Akasaka, Teruo Ishii, Akira Mitsuwa","Ken Utsui, Junko Ikeuchi, Minoru Takada",English,"A monstrous evil brain from outer space leads his minions on a crusade to conquer the universe, and unleashes hideous monsters on Earth that spread deadly diseases.",https://www.imdb.com/title/tt0058072,78,,3.5,,,/9T3Pjh0lQxJCcz7flsFyQ8xAPKH.jpg,/7LttSAMFIuSby9WNmnp08iQynAi.jpg,True,2.0
76,Ex Machina,2014,tt0470752,R,Alex Garland,"Alicia Vikander, Domhnall Gleeson, Oscar Isaac",English,A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a highly advanced humanoid A.I.,https://www.imdb.com/title/tt0470752,108,25442958.0,7.7,92.0,78.0,/9goPE2IoMIXxTLWzl7aizwuIiLh.jpg,/jFxxqdEQ9TkXQSytO7qM8wlwXL1.jpg,True,2.0
77,Fast Color,2018,tt6418778,PG-13,Julia Hart,"Gugu Mbatha-Raw, Lorraine Toussaint, Saniyya Sidney",English,"After years in hiding, a woman is forced to go on the run when her superhuman abilities are discovered. Years after having abandoned her family, the only place she has left to hide is home.",https://www.imdb.com/title/tt6418778,100,76916.0,6.1,82.0,64.0,/2YAu2ctaxVGisdbmbbG35LXpQNp.jpg,/4ZIoJBeYRTrqxjJh9NP1Fi2AlWr.jpg,False,9.0
78,Forbidden Planet,1956,tt0049223,G,Fred M. Wilcox,"Walter Pidgeon, Anne Francis, Leslie Nielsen",English,"A starship crew in the 23rd century goes to investigate the silence of a distant planet's colony, only to find just two survivors, a powerful robot, and the deadly secret of a lost civilization.",https://www.imdb.com/title/tt0049223,98,,7.5,96.0,80.0,/aq0OQfRS7hDDI8vyD0ICbH9eguC.jpg,/9EUmwXS6EbY5djAhLtBGzUbBwNV.jpg,True,1.0
79,Frequencies,2013,tt2414766,Not Rated,Darren Paul Fisher,"Daniel Fraser, Eleanor Wyld, Owen Pugh",English,"In an alternate reality, children learn how lucky they will be (their ""frequency""), knowledge which shapes their destiny. The unluckiest boy must parse the mysteries of free will in order to pursue his forbidden love of the luckie...",https://www.imdb.com/title/tt2414766,109,,6.7,100.0,,/dDF11WTsDVY1i25VNPbwBjPk6t1.jpg,/71TAboo7x1IQn45CmWWfRn6aDAP.jpg,True,3.0
80,Fried Barry,2020,tt9102084,,Ryan Kruger,"Gary Green, Chanelle de Jager, Brett Williams","English, Afrikaans","Barry is a drug-addled, abusive bastard who - after yet another bender - is abducted by aliens. Barry takes a backseat as an alien visitor assumes control of his body and takes it for a joyride through Cape Town. What follows is a...",https://www.imdb.com/title/tt9102084,99,,5.6,80.0,,/iQ2TCB6nszgFHnF1QeHJujvBIzn.jpg,/hYfm6bESA5cahGIOOD4gH0L4pQf.jpg,True,9.0
81,Futureworld,1976,tt0074559,PG,Richard T. Heffron,"Peter Fonda, Blythe Danner, Arthur Hill",English,"Upon uncovering the dirty secret of futuristic theme-park Futureworld, an ex-employee is killed after he tips off two other reporters who decide to do an undercover investigation.",https://www.imdb.com/title/tt0074559,108,,5.7,36.0,46.0,/o9ShxrsXaeg1KulDp37RWOUKn5U.jpg,/7PSLLtj7i94WSQ3Svjv7qHevj2n.jpg,True,2.0
82,G.O.R.A.,2004,tt0384116,,Ömer Faruk Sorak,"Cem Yilmaz, Özge Özberk, Ozan Güven","Turkish, English",A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.,https://www.imdb.com/title/tt0384116,127,,8.0,,,/e73adWbjLnPW2rzmG7lLYv1qxvp.jpg,/g90Hlbaj8OofowG9hDg9ScD5fqG.jpg,False,10.0
83,Gattaca,1997,tt0119177,PG-13,Andrew Niccol,"Ethan Hawke, Uma Thurman, Jude Law","English, Esperanto","Vincent, an ""In-Valid"", assumes the identity of a member of the genetic elite to pursue his goal of traveling into space with the Gattaca Aerospace Corporation. However, a week before his mission, a murder marks Vincent as a suspect.",https://www.imdb.com/title/tt0119177,106,12532777.0,7.7,82.0,64.0,/mi8ow4MIoPvgBnWB1OKe0ph0woa.jpg,/hPsCR1ny6GnctJkWqeJwihTDD7T.jpg,True,6.0
85,Ghost in the Shell,2017,tt1219827,PG-13,Rupert Sanders,"Scarlett Johansson, Pilou Asbæk, Takeshi Kitano","English, Japanese","In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",https://www.imdb.com/title/tt1219827,107,40563557.0,6.3,42.0,52.0,/myRzRzCxdfUWjkJWgpHHZ1oGkJd.jpg,/7lINTRMapEkgQbwYfAYX3178xRf.jpg,True,6.0
84,Ghost in the Shell,1995,tt0113568,TV-MA,"Mizuho Nishikubo, Mamoru Oshii","Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka",Japanese,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,https://www.imdb.com/title/tt0113568,83,889074.0,7.9,95.0,76.0,/9gC88zYUBARRSThcG93MvW14sqx.jpg,/gTRXgigmgKpeJjW07iq686HZyBD.jpg,True,7.0
86,Gremlins,1984,tt0087363,PG,Joe Dante,"Zach Galligan, Phoebe Cates, Hoyt Axton","English, Spanish",A young man inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.,https://www.imdb.com/title/tt0087363,106,153642180.0,7.3,86.0,70.0,/gDSfs0hqAQVJ9jIHbX3AJ3StTVG.jpg,/r5xlOGwg4tEbLb5RiYzL51YzSHl.jpg,False,7.0
87,Hackers,1995,tt0113243,PG-13,Iain Softley,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford","English, Italian, Spanish, Japanese, Russian",Teenage hackers discover a criminal conspiracy with plans to use a computer virus that will capsize five oil tankers.,https://www.imdb.com/title/tt0113243,105,7563728.0,6.2,33.0,46.0,/qfx2EENW1sOpKNVKLzr7VOhlxkt.jpg,/bqFO92d1idNAI4OOncUrduz2YoA.jpg,True,7.0
88,Hard to Be a God,2013,tt2328813,Not Rated,Aleksey German,"Leonid Yarmolnik, Aleksandr Chutko, Yuriy Tsurilo",Russian,"In the distant future, a space traveler from Earth breaks a special law and interferes with the history of another, Medieval-like planet.",https://www.imdb.com/title/tt2328813,177,28608.0,6.5,93.0,93.0,/lmqx4l6JVKwtAe7CCoyzwTVcOpy.jpg,/iEOKiQs1Exyuu5eNK3MT8pyen0e.jpg,False,6.0
89,High Life,2018,tt4827558,R,Claire Denis,"Robert Pattinson, Juliette Binoche, André 3000",English,A father and his daughter struggle to survive in deep space where they live in isolation.,https://www.imdb.com/title/tt4827558,113,1225852.0,5.7,82.0,78.0,/ftRRIYNzpTDYeTznrAxgT5v1vJY.jpg,/zMlPAatS0X5kBVOSzdItp90pq8k.jpg,False,8.0
90,High-Rise,2015,tt0462335,R,Ben Wheatley,"Tom Hiddleston, Jeremy Irons, Sienna Miller",English,Life for the residents of a tower block begins to run out of control.,https://www.imdb.com/title/tt0462335,119,346472.0,5.5,,65.0,/h8d92L9T5Ty8olbkGGeqXIpzaj0.jpg,/wESuRMxELPAwo56qFRcoyI4p20F.jpg,True,5.0
91,I Origins,2014,tt2884206,R,Mike Cahill,"Michael Pitt, Steven Yeun, Astrid Bergès-Frisbey","English, Hindi",A molecular biologist and his laboratory partner uncover evidence that may fundamentally change society as we know it.,https://www.imdb.com/title/tt2884206,106,336472.0,7.3,52.0,57.0,/2P31jhd1dWUAPD8dmnSrwkQ8CNN.jpg,/x8qNQSvvqd2PE15Pm6tmnXH0584.jpg,False,9.0
92,Inception,2010,tt1375666,PG-13,Christopher Nolan,"Leonardo DiCaprio, Joseph Gordon-Levitt, Elliot Page","English, Japanese, French","A thief who steals corporate secrets through the use of dream-sharing technology is given the inverse task of planting an idea into the mind of a C.E.O., but his tragic past may doom the project and his team to disaster.",https://www.imdb.com/title/tt1375666,148,292587330.0,8.8,87.0,74.0,/ljsZTbVsrQSqZgWeep2B1QiDKuh.jpg,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,True,8.0
93,Innerspace,1987,tt0093260,PG,Joe Dante,"Dennis Quaid, Martin Short, Meg Ryan",English,"A test pilot is miniaturized in a secret experiment, and accidentally injected into a hapless store clerk.",https://www.imdb.com/title/tt0093260,120,25893810.0,6.8,82.0,66.0,/A4azclZQjqeQxXvcok3rdUmuq8a.jpg,/cDEseDgCAYCEUT6q1n0U742X3tZ.jpg,False,10.0
94,Interstellar,2014,tt0816692,PG-13,Christopher Nolan,"Matthew McConaughey, Anne Hathaway, Jessica Chastain",English,"When Earth becomes uninhabitable in the future, a farmer and ex-NASA pilot, Joseph Cooper, is tasked to pilot a spacecraft, along with a team of researchers, to find a new planet for humans.",https://www.imdb.com/title/tt0816692,169,188020017.0,8.7,73.0,74.0,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,/xJHokMbljvjADYdit5fK5VQsXEG.jpg,True,8.0
95,Invasion of the Body Snatchers,1978,tt0077745,PG,Philip Kaufman,"Donald Sutherland, Brooke Adams, Jeff Goldblum","English, French","When strange seeds drift to earth from space, mysterious pods begin to grow and invade San Francisco, replicating the city's residents one body at a time.",https://www.imdb.com/title/tt0077745,115,24946533.0,7.4,93.0,75.0,/5oNHdVo0vTsaC47Jv2Wb4eeo4V4.jpg,/j0AZ67brlWze2Owv47z1E27LQQy.jpg,False,2.0
96,Iron Sky,2012,tt1034314,R,Timo Vuorensola,"Julia Dietze, Christopher Kirby, Götz Otto","English, German",The Nazis set up a secret base on the dark side of the moon in 1945 where they hide out and plan to return to power in 2018.,https://www.imdb.com/title/tt1034314,93,122082.0,5.9,41.0,,/hVDJM29BSbET4FzI24xLuWSmDUR.jpg,/bMVhgI3jFvsoDeCseRsaxYR1nUA.jpg,True,3.0
97,Ivan Vasilyevich Changes His Profession,1973,tt0070233,TV-G,Leonid Gaidai,"Yuriy Yakovlev, Leonid Kuravlyov, Aleksandr Demyanenko","Russian, German","An ordinary Soviet building manager, living in the 20th century, looks like Tsar of All Rus' - Ivan IV the Terrible (1530 - 1584). He'd never known this, until his neighbor created a time machine.",https://www.imdb.com/title/tt0070233,88,,8.2,,,/6f7vhvnma8sbO6821ShE5ViA3r8.jpg,/z8125Gm4hadwQZOcFiZ7uor77E4.jpg,True,1.0
98,Johnny Mnemonic,1995,tt0113481,R,Robert Longo,"Keanu Reeves, Dolph Lundgren, Dina Meyer","English, Japanese","A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",https://www.imdb.com/title/tt0113481,96,19075720.0,5.6,20.0,36.0,/iH8Jgi8qvb7pnBfI8fVGaUbyRna.jpg,/5SUJYI5kdfktjPqSQSj2dpqmaL8.jpg,True,5.0
99,Journey to the Center of the Earth,1959,tt0052948,Approved,Henry Levin,"James Mason, Pat Boone, Arlene Dahl","English, Swedish, French, Italian, Russian, Icelandic",An Edinburgh professor and assorted colleagues follow an explorer's trail down an extinct Icelandic volcano to the earth's center.,https://www.imdb.com/title/tt0052948,129,,7.0,84.0,,/nWn9MRFkC1M13hVf17mT0BfYKbg.jpg,/8P4s6D8GHepUhGuxzeU0wKi1cKZ.jpg,True,2.0
100,Jubilee,1978,tt0076240,Not Rated,Derek Jarman,"Adam Ant, Richard O'Brien, Ian Charleson",English,Queen Elizabeth I travels 400 years into the future to witness the appalling revelation of a dystopian London overrun by corruption and a vicious gang of punk guerrilla girls led by the new Monarch of Punk.,https://www.imdb.com/title/tt0076240,106,,5.9,100.0,79.0,/8HtAaaDZDCCx2F73n41xMDWDhwU.jpg,/iBFVJDDhuhSe1JeoMrNzSKeuqTJ.jpg,False,10.0
101,Judge Dredd,1995,tt0113492,R,Danny Cannon,"Sylvester Stallone, Armand Assante, Rob Schneider",English,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",https://www.imdb.com/title/tt0113492,96,34693481.0,5.6,22.0,,/cfSnKn8NDU3m8UxihjVcYprA0Aq.jpg,/baJHUXBcoaHnMf2sjwegbuhIjEV.jpg,True,8.0
102,Jupiter Ascending,2015,tt1617661,PG-13,"Lana Wachowski, Lilly Wachowski","Channing Tatum, Mila Kunis, Eddie Redmayne","English, Russian",A young woman discovers her destiny as an heiress of intergalactic nobility and must fight to protect the inhabitants of Earth from an ancient and destructive industry.,https://www.imdb.com/title/tt1617661,127,47387723.0,5.3,28.0,40.0,/2NCcAZ3M3F0FxENYmammBknwpVn.jpg,/dSPuaE2VEvTWP6LoADTL4rKNVkA.jpg,True,4.0
103,Jurassic World,2015,tt0369610,PG-13,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins",English,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.",https://www.imdb.com/title/tt0369610,124,653406625.0,6.9,71.0,59.0,/A0LZHXUzo5C60Oahvt7VxvwuzHw.jpg,/dF6FjTZzRTENfB4R17HDN20jLT2.jpg,True,7.0
104,Kung Fury,2015,tt3472226,TV-14,David Sandberg,"David Sandberg, Jorma Taccone, Steven Chew","English, Swedish, German","In 1985, Kung Fury, the toughest martial artist cop in Miami, goes back in time to kill the worst criminal of all time - Kung Führer, a.k.a. Adolf Hitler.",https://www.imdb.com/title/tt3472226,31,,8.0,,,/6Qam8Leycapwik947j6U3vcUbAv.jpg,/gdxPHC5nw9sBrrUyiOnzkWqnLE4.jpg,True,7.0
105,La Jetée,1962,tt0056119,Not Rated,Chris Marker,"Étienne Becker, Jean Négroni, Hélène Chatelain","French, German","The story of a man forced to explore his memories in the wake of World War III's devastation, told through still images.",https://www.imdb.com/title/tt0056119,28,,8.2,93.0,,/sqbvjbJRzTduUj4lVm2FmPkqJkS.jpg,/qNbl3TFwxIm0fyFqQ1iRxzs4hb7.jpg,True,9.0
106,Lapsis,2020,tt11540272,,Noah Hutton,"Dean Imperial, Madeline Wise, Babe Howard",English,"Struggling to support himself and his ailing younger brother, delivery man Ray takes a strange job in a strange new realm of the gig economy.",https://www.imdb.com/title/tt11540272,108,,6.2,95.0,74.0,/sXw5f1O5t930kWa9tJAr90BCeOM.jpg,/ldF6EQUJ58Tvrpq7lsRRtJnuhxu.jpg,False,9.0
107,Last and First Men,2020,tt8015444,,Jóhann Jóhannsson,Tilda Swinton,English,"Two billion years ahead of us, a future race of humans finds itself on the verge of extinction. Almost all that is left in the world are lone and surreal monuments, beaming their message into the wilderness.",https://www.imdb.com/title/tt8015444,70,,6.7,100.0,80.0,/7B9t8lTFCJQ6GVvSbhrbrA7nsVu.jpg,/6wjjZZ7WqNGyrpdbPuw8U4eWUQT.jpg,False,9.0
108,Lifeforce,1985,tt0089489,R,Tobe Hooper,"Steve Railsback, Mathilda May, Peter Firth",English,"A race of space vampires arrives in London and infects the populace, beginning an apocalyptic descent into chaos.",https://www.imdb.com/title/tt0089489,101,11603545.0,6.1,56.0,50.0,/953hMDf9G2ZRIEs97M6iFIYWtWF.jpg,/7i6SMeioykainE8TTbYXkANbMKv.jpg,True,5.0
109,Little Joe,2019,tt9204204,Not Rated,Jessica Hausner,"Emily Beecham, Ben Whishaw, Kerry Fox",English,"Alice, a single mother, is a dedicated senior plant breeder at a corporation engaged in developing new species. Against company policy, she takes one home as a gift for her teenage son and names it after him but soon starts fearin...",https://www.imdb.com/title/tt9204204,105,23862.0,5.8,67.0,60.0,/q4VMyavCoXxN9U8AONE2YryQDVz.jpg,/cdSNdPIoj6ZJjwoBxAtvvXzY9be.jpg,False,9.0
110,Logan's Run,1976,tt0074812,PG,Michael Anderson,"Michael York, Jenny Agutter, Richard Jordan",English,A police officer in the future uncovers the deadly secret behind a society that worships youth.,https://www.imdb.com/title/tt0074812,119,,6.8,58.0,53.0,/v3ILN8ROPcrNRJ8S7GH24JyihH8.jpg,/cCLR0sTF8OixOiRLEesoQqOfc29.jpg,True,3.0
111,Lola,2022,tt11366674,,Andrew Legge,"Emma Appleton, Stefanie Martini, Theodora Brabazon Legge","English, German","1940, Thom and Mars have built a machine, LOLA, that can intercept radio and TV broadcasts from the future. Unknown to them sharing these broadcasts the devastating changes it will have on the future of world but to them also.",https://www.imdb.com/title/tt11366674,79,,6.4,98.0,,/6IQEDnHKMvzforhtQW9mwW5kSHB.jpg,/80SGE0Pt6R5Sb3i859nSLmc6WEO.jpg,False,10.0
112,Love,2011,tt1541874,Not Rated,William Eubank,"Gunner Wright, Corey Richardson, Bradley Horne",English,"A man spends years alone on a space station orbiting Earth after losing communication with Houston/Earth. He spends time on maintenance, exercise, watching old messages, and reading a journal by a soldier in the American Civil War.",https://www.imdb.com/title/tt1541874,84,,5.4,60.0,,/AlhdDsLxSAb1a54rYLPb7CidAIX.jpg,/17yZ1T3lNc8ud80723vFyXwI1Iy.jpg,False,7.0
113,Mars Attacks!,1996,tt0116996,PG-13,Tim Burton,"Jack Nicholson, Pierce Brosnan, Sarah Jessica Parker","English, French",Earth is invaded by Martians with unbeatable weapons and a cruel sense of humor.,https://www.imdb.com/title/tt0116996,106,37781197.0,6.4,56.0,52.0,/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg,/rxwbgJKuglsUfcMUJG7oer1fLAy.jpg,False,9.0
114,Men in Black,1997,tt0119654,PG-13,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Linda Fiorentino","English, Spanish","James, an NYC cop, is hired by Agent K of a secret government agency that monitors extraterrestrial life on Earth. Together, they must recover an item that has been stolen by an intergalactic villain.",https://www.imdb.com/title/tt0119654,98,250690539.0,7.3,91.0,71.0,/uLOmOF5IzWoyrgIF5MfUnh5pa1X.jpg,/1GJvBE7UWU1WOVi0XREl4JQc7f8.jpg,False,8.0
115,Metropolis,1927,tt0017136,Not Rated,Fritz Lang,"Brigitte Helm, Alfred Abel, Gustav Fröhlich","German, English","In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.",https://www.imdb.com/title/tt0017136,153,1236166.0,8.3,97.0,98.0,/vZIJxGnjcswPCAa52jhbl01FQkV.jpg,/eeMoFKxjjiCi6iep2GEZtSAMYIr.jpg,True,1.0
116,Midnight Special,2016,tt2649554,PG-13,Jeff Nichols,"Michael Shannon, Joel Edgerton, Kirsten Dunst",English,"A father and son go on the run, pursued by the government and a cult drawn to the child's special powers.",https://www.imdb.com/title/tt2649554,112,3712282.0,6.6,83.0,76.0,/hgDRq1l4ATxwufWjILKsYtglbI6.jpg,/23COMNwqP8q4rWPtLGTBuCD3LnT.jpg,False,6.0
117,Millennium,1989,tt0097883,PG-13,Michael Anderson,"Kris Kristofferson, Cheryl Ladd, Daniel J. Travanti",English,An NTSB investigator seeking the cause of an airline disaster meets a warrior woman from 1000 years in the future.,https://www.imdb.com/title/tt0097883,108,5777099.0,5.7,11.0,26.0,/mFGCK7RnFnRXR6CweAhQw030Zv7.jpg,/gQBfneFjgGHyhJNxuR9mHhXkJpP.jpg,True,6.0
118,Minor Premise,2020,tt12680508,,Frederick Schultz,"Sathya Sridharan, Paton Ashbrook, Dana Ashbrook",English,"Attempting to surpass his father's legacy, a reclusive neuroscientist becomes entangled in his own experiment, pitting ten fragments of his consciousness against each other.",https://www.imdb.com/title/tt12680508,95,,5.1,93.0,66.0,/c4H5aH4PxVomNxa5UIHa32bzrCO.jpg,/2hMyqceKKpr0Ff1QSNvejWZvNal.jpg,True,9.0
119,Minority Report,2002,tt0181689,PG-13,Steven Spielberg,"Tom Cruise, Colin Farrell, Samantha Morton","English, Swedish","John works with the PreCrime police which stop crimes before they take place, with the help of three 'PreCogs' who can foresee crimes. Events ensue when John finds himself framed for a future murder.",https://www.imdb.com/title/tt0181689,145,132072926.0,7.6,89.0,80.0,/ccqpHq5tk5W4ymbSbuoy4uYOxFI.jpg,/r1gLQFbpkWWLrOEPmpqzzMIUxxj.jpg,True,8.0
120,Moebius,1996,tt0117069,,Gustavo Mosquera R.,"Guillermo Angelelli, Roberto Carnaghi, Annabella Levy",Spanish,A train on the Buenos Aires subway system suddenly vanishes.,https://www.imdb.com/title/tt0117069,88,,6.7,,,/mzgCnFivP1W2gyjLjHEmhNb0fjh.jpg,/fazUBTQ17rfCxirPjXq0gFSi2cl.jpg,True,3.0
121,Monsters,2010,tt1470827,R,Gareth Edwards,"Scoot McNairy, Whitney Able, Mario Zuniga Benavides","English, Spanish","Six years after Earth has suffered an alien invasion, a cynical journalist agrees to escort a shaken American tourist through an infected zone in Mexico to the safety of the U.S. border.",https://www.imdb.com/title/tt1470827,94,237301.0,6.3,73.0,63.0,/cARETxTELl8kQCIcpbRhEcMjkPD.jpg,/imiBIsvNU3TbMB3sbqKanKODS33.jpg,True,5.0
122,Moon,2009,tt1182345,R,Duncan Jones,"Sam Rockwell, Kevin Spacey, Dominique McElligott","English, Spanish","Astronaut Sam Bell has a quintessentially personal encounter toward the end of his three-year stint on the Moon, where he, working alongside his computer, GERTY, sends back to Earth parcels of a resource that has helped diminish o...",https://www.imdb.com/title/tt1182345,97,5010163.0,7.8,90.0,67.0,/cJ6JnuLwCNbiAAOBuHDjRTP7bQJ.jpg,/7by1GIdmBJFHKDz1XJWXCmOztmK.jpg,True,8.0
