,Title,Year,imdbID,Rated,Director,Actors,Language,Plot,IMDb_link,Runtime,BoxOffice,IMDb,RT,Meta,poster_path,backdrop_path,Watched,Season
123,Moonfall,2022,tt5834426,PG-13,Roland Emmerich,"Halle Berry, Patrick Wilson, John Bradley","English, Chinese, Spanish, French",A mysterious force knocks the moon from its orbit and sends it hurtling on a collision course toward earth.,https://www.imdb.com/title/tt5834426,130,19060660.0,5.1,35.0,41.0,/odVv1sqVs0KxBXiA8bhIBlPgalx.jpg,/8QpzqK3nPGxpqpKqhe6QasTGBWQ.jpg,True,9.0
124,Mr. Nobody,2009,tt0485947,R,Jaco Van Dormael,"Jared Leto, Sarah Polley, Diane Kruger","English, Mohawk","A boy stands on a station platform as a train is about to leave. Should he go with his mother or stay with his father? Infinite possibilities arise from this decision. As long as he doesn't choose, anything is possible.",https://www.imdb.com/title/tt0485947,141,3622.0,7.7,67.0,63.0,/qNkIONc4Rgmzo23ph7qWp9QfVnW.jpg,/y9zcjxEilWr44c4vJbEaLTgE0Uw.jpg,False,6.0
125,Mystery Science Theater 3000: The Movie,1996,tt0117128,PG-13,Jim Mallon,"Trace Beaulieu, Michael J. Nelson, Jim Mallon",English,Mike Nelson and his robot companions watch and give their comments about This Island Earth (1955).,https://www.imdb.com/title/tt0117128,73,1007306.0,7.2,80.0,65.0,/tlakU3uwNiUgd7aOlb2RoAsGTnY.jpg,/hXD4z5xykt9G7SLXstUB96RFflh.jpg,True,2.0
126,Never Gonna Snow Again,2020,tt9526784,Unrated,"Malgorzata Szumowska, Michal Englert","Alec Utgoff, Maja Ostaszewska, Agata Kulesza","Polish, Russian, French, Vietnamese","Zhenia, a Russian-speaking immigrant from the East, works as a masseur in Poland and becomes a guru-like figure in a wealthy gated community of his clients.",https://www.imdb.com/title/tt9526784,116,15901.0,6.4,93.0,73.0,/vzp2uKcS7JYwOOFKh022MOamCpK.jpg,/kXgtY2BKrRJ1pysWDUw2tERd6Wf.jpg,False,9.0
127,Night of the Comet,1984,tt0087799,PG-13,Thom Eberhardt,"Catherine Mary Stewart, Kelli Maroney, Robert Beltran",English,"A comet wipes out most of life on Earth, leaving two Valley Girls fighting against cannibal zombies and a sinister group of scientists.",https://www.imdb.com/title/tt0087799,95,14418922.0,6.3,79.0,59.0,/iescRW5SbMOgSLQAFFVhn7zTt9K.jpg,/4wLJxD1VZLyWNGcHKFo6YnGPMb5.jpg,True,5.0
128,No Blade of Grass,1970,tt0066154,R,Cornel Wilde,"Nigel Davenport, Jean Wallace, John Hamill",English,"An environmental catastrophe destroys civilization. Led by father John and mother Ann, the Custance clan sets out on a quest for safety in a savage world that may just end up turning them into the very thing they are fleeing.",https://www.imdb.com/title/tt0066154,96,,5.8,29.0,,/pJw5cPZHVo2phCIIIxgK0KOvauk.jpg,/bgRspmkYtoj9srqvICNZcoXWUr8.jpg,True,3.0
129,No Escape,1994,tt0110678,R,Martin Campbell,"Ray Liotta, Lance Henriksen, Stuart Wilson",English,A soldier convicted for murdering his commanding officer is dumped and left to die on a prison island inhabited by two camps of convicts.,https://www.imdb.com/title/tt0110678,118,15339030.0,6.1,59.0,,/jRwMdEb5bxwVARU2VmOADTflLfZ.jpg,/1qVBaLg4pBFbBHlZ2b6PDsxsF12.jpg,False,3.0
130,"O-Bi, O-Ba: The End of Civilization",1985,tt0089714,,Piotr Szulkin,"Jerzy Stuhr, Krystyna Janda, Kalina Jedrusik",Polish,A man searches for survival after nuclear war forces people into an underground bunker. The inhabitants await rescue while their refuge decays around them.,https://www.imdb.com/title/tt0089714,88,,7.2,,,/yqEr7wi67GMkrZLFqJntCsIvGud.jpg,/wuZ76BS0zwUKFaUciPeEPehV3as.jpg,False,6.0
131,Oblivion,2013,tt1483013,PG-13,Joseph Kosinski,"Tom Cruise, Morgan Freeman, Andrea Riseborough",English,"Jack Harper, a drone repairman stationed on Earth that has been ravaged by war with extraterrestrials, questions his identity after rescuing the woman who keeps appearing in his dreams.",https://www.imdb.com/title/tt1483013,124,89107235.0,7.0,54.0,54.0,/eO3r38fwnhb58M1YgcjQBd3VNcp.jpg,/A6wFgFFEgymebp518fcsa71jnSu.jpg,False,9.0
132,Oxygen,2021,tt6341832,TV-14,Alexandre Aja,"Mélanie Laurent, Mathieu Amalric, Malik Zidi",French,"A woman wakes in a cryogenic chamber with no recollection of how she got there. As she's running out of oxygen, she must rebuild her memory to find a way out of her nightmare.",https://www.imdb.com/title/tt6341832,100,,6.5,89.0,67.0,/u74DFoZGTcZ8cuHO8nvQkCqXEVP.jpg,/jedggylU3FyIN7XRAl9WY8mrT6H.jpg,False,9.0
133,Passengers,2016,tt1355644,PG-13,Morten Tyldum,"Jennifer Lawrence, Chris Pratt, Michael Sheen","English, Spanish, Japanese, French",A malfunction in a sleeping pod on a spacecraft traveling to a distant colony planet wakes one passenger 90 years early.,https://www.imdb.com/title/tt1355644,116,100014699.0,7.0,30.0,41.0,/oZpdONg32luHu0g8HcysuPgSlIK.jpg,/gHz4ZQytRs8YGrqFMwB3Vrr8pig.jpg,True,5.0
134,Phase IV,1974,tt0070531,PG,Saul Bass,"Nigel Davenport, Michael Murphy, Lynne Frederick",English,"Suddenly, desert ants form a group intelligence and wage war on the humans. It's up to a couple of scientists and a girl to stop them",https://www.imdb.com/title/tt0070531,84,,6.4,53.0,49.0,/x6fQtAmCD4JlAcUnTfYoinPp1zz.jpg,/qMxhl5NeeXj4Rs0stsGgC7GsB9C.jpg,True,2.0
135,Predator,1987,tt0093773,R,John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall","English, Spanish, Russian",A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior.,https://www.imdb.com/title/tt0093773,107,59735548.0,7.8,80.0,47.0,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,False,7.0
136,Predestination,2014,tt2397535,R,"Michael Spierig, Peter Spierig","Ethan Hawke, Sarah Snook, Noah Taylor",English,"As his last assignment, a temporal agent is tasked to travel back in time and prevent a bomb attack in New York in 1975. The hunt, however, turns out to be beyond the bounds of possibility.",https://www.imdb.com/title/tt2397535,97,68372.0,7.4,85.0,69.0,/38Xr1JnV1ZcLQ55zmdSp6n475cZ.jpg,/fbQX0aMu6RvMWnIUE3WFJ4ddP0K.jpg,True,4.0
137,Prometheus,2012,tt1446714,R,Ridley Scott,"Noomi Rapace, Logan Marshall-Green, Michael Fassbender","English, Gaelic","Following clues to the origin of mankind, a team finds a structure on a distant moon, but they soon realize they are not alone.",https://www.imdb.com/title/tt1446714,124,126477084.0,7.0,73.0,64.0,/m7nZCtHJyDLncBUarfM5h5mrppx.jpg,/vMDdWQuvOjg9yUjMJrNunXq9cmw.jpg,True,6.0
138,Prospect,2018,tt7946422,R,"Christopher Caldwell, Zeek Earl","Sophie Thatcher, Jay Duplass, Pedro Pascal",English,"A teenage girl and her father land on a forest moon to mine for gems, but a malfunction forces them to confront dangerous rival prospectors and treacherous conditions to complete their mission.",https://www.imdb.com/title/tt7946422,100,,6.3,89.0,68.0,/1HpAwszXLsD8GeypDzK0me7fPFA.jpg,/xZZogkWBWH9WmqT8dv0Lej2Xbwh.jpg,False,10.0
139,Punishment Park,1971,tt0067633,R,Peter Watkins,"Patrick Boland, Kent Foreman, Carmen Argenziano",English,"""Punishment Park"" is a pseudo-documentary purporting to be a film crews's news coverage of the team of soldiers escorting a group of hippies, draft dodgers, and anti-establishment types across the desert in a type of capture the f...",https://www.imdb.com/title/tt0067633,91,,7.7,92.0,,/fPGnMnp80ycqUHdgP1T3nzCyYKe.jpg,/csvJf1bAdBqV2TwEJQGdReDeqvy.jpg,False,3.0
140,Quatermass and the Pit,1967,tt0062168,Approved,Roy Ward Baker,"James Donald, Andrew Keir, Barbara Shelley",English,"A mysterious artifact is unearthed in London, and famous scientist Bernard Quatermass is called in to divine its origins and explain its strange effects on people.",https://www.imdb.com/title/tt0062168,97,,7.0,88.0,,/qjb5lWMJHpS7dzaf6LUVGdPe5KH.jpg,/4thlb8BV5BFWtD1whfH5a21bmJ8.jpg,True,1.0
141,Quintet,1979,tt0079770,R,Robert Altman,"Paul Newman, Vittorio Gassman, Fernando Rey","English, Latin","During a future ice age, dying humanity occupies its remaining time by playing a board game called ""Quintet."" For one small group, this obsession is not enough; they play the game with living pieces ... and only the winner survives.",https://www.imdb.com/title/tt0079770,118,,5.0,27.0,,/3yAroYDIwZ2PAU4etZXgMXLiTJC.jpg,/4gIrc2OGZJgloQadWdS427rPJ6Q.jpg,True,2.0
142,Real Steel,2011,tt0433035,PG-13,Shawn Levy,"Hugh Jackman, Evangeline Lilly, Dakota Goyo","English, Ukrainian","In a near future where robot boxing is a top sport, a struggling ex-boxer feels he's found a champion in a discarded robot.",https://www.imdb.com/title/tt0433035,127,85468508.0,7.1,60.0,56.0,/4GIeI5K5YdDUkR3mNQBoScpSFEf.jpg,/4f0Kj0QwPui5ydu1UavsnvP1m1o.jpg,True,3.0
143,Repo Man,1984,tt0087995,R,Alex Cox,"Harry Dean Stanton, Emilio Estevez, Tracey Walter","English, Spanish","A young punk, recruited by a car repo agency, finds himself in pursuit of a Chevrolet Malibu with a huge, $20,000 bounty--and something otherworldly stashed in its trunk.",https://www.imdb.com/title/tt0087995,92,129000.0,6.8,98.0,82.0,/bjuu5UceuVUNUjnOC2fBzL3hZKC.jpg,/xoPFmvBGycoksXIjUlbevFUYhXD.jpg,True,1.0
144,River,2023,tt27695005,TV-PG,Junta Yamaguchi,"Riko Fujitani, Manami Honjô, Gôta Ishida",Japanese,"On a calm winter's day, a mountain inn becomes trapped in a time loop.",https://www.imdb.com/title/tt27695005,86,,6.9,100.0,,/9bFZlrGdc5J3qzpLExN3PKak0t2.jpg,/gDqkQPDVox6FArBIbN0Mt7HdzuN.jpg,False,10.0
145,RoboCop,1987,tt0093870,R,Paul Verhoeven,"Peter Weller, Nancy Allen, Dan O'Herlihy",English,"In a dystopic and crime-ridden Detroit, a terminally wounded cop returns to the force as a powerful cyborg haunted by submerged memories.",https://www.imdb.com/title/tt0093870,102,53424681.0,7.6,92.0,70.0,/hHtOgGb3NihlyRATHlKPaFApbrd.jpg,/7WUS3j7UmYEulWkFSouRl5VxYis.jpg,True,8.0
146,Robot & Frank,2012,tt1990314,PG-13,Jake Schreier,"Peter Sarsgaard, Frank Langella, Susan Sarandon",English,"In the near future, an ex-jewel thief receives a gift from his son: a robot butler programmed to look after him. But soon the two companions try their luck as a heist team.",https://www.imdb.com/title/tt1990314,89,3325038.0,7.0,86.0,67.0,/602vUwe1GPmaRvcrT3OQWqH1Nm1.jpg,/mV2UZZHYiWPKH0AwtMSil1T7DUH.jpg,True,4.0
147,Robot Jox,1989,tt0102800,PG,Stuart Gordon,"Gary Graham, Anne-Marie Johnson, Paul Koslo",English,"In the distant future, mankind has forsaken global wars for battles of single combat. The world has been divided into two opposing super powers, with each side represented by trained champions.",https://www.imdb.com/title/tt0102800,85,1272977.0,5.5,40.0,,/uzoxflhwjB8WS1QPTakDz8Edxnf.jpg,/sJKimzusAR7mhpgxpYLoUFfGIlF.jpg,True,3.0
149,Rollerball,1975,tt0073631,R,Norman Jewison,"James Caan, John Houseman, Maud Adams",English,"In a corporate-controlled future, an ultra-violent sport known as Rollerball represents the world, and one of its powerful athletes is out to defy those who want him out of the game.",https://www.imdb.com/title/tt0073631,125,,6.5,67.0,56.0,/cmcipEfexlhVLYQXqeSWp1YcsPY.jpg,/1JwLeunKPVPgcP2HpGWiAPvNlMN.jpg,True,1.0
148,Rollerball,2002,tt0246894,PG-13,John McTiernan,"Chris Klein, Jean Reno, LL Cool J","English, Russian, French, Arabic, Korean, German, Japanese",The big thing in 2005 is a violent sport which can have some pretty serious consequences... like dying.,https://www.imdb.com/title/tt0246894,98,18990798.0,3.1,67.0,14.0,/5Wquo3EjfDpK7S1BHcybuC3TZDO.jpg,/xnBZxfqR6EqbrIyb3yfU1w90n6q.jpg,True,6.0
150,Safety Not Guaranteed,2012,tt1862079,R,Colin Trevorrow,"Aubrey Plaza, Mark Duplass, Jake Johnson",English,Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.,https://www.imdb.com/title/tt1862079,86,4010957.0,6.9,91.0,72.0,/uNR9lccRN60mOpCi1trIxsQi68G.jpg,/hOVZHM2ZEaWdytcptRhfzk0fJBv.jpg,True,2.0
151,Saturn 3,1980,tt0079285,R,"Stanley Donen, John Barry","Farrah Fawcett, Kirk Douglas, Harvey Keitel",English,Two lovers stationed at a remote base in the asteroid belt of Saturn are intruded upon by an anal-retentive technocrat from Earth and his charge: a malevolent eight foot tall robot.,https://www.imdb.com/title/tt0079285,88,9000000.0,5.1,33.0,9.0,/zAoLR1azwd8QbglnjWpOwJ4PI6C.jpg,/6SrwQQhdCdO2z7vAdYqPbUVF0Pk.jpg,True,1.0
152,Serenity,2005,tt0379786,PG-13,Joss Whedon,"Nathan Fillion, Gina Torres, Chiwetel Ejiofor","English, Mandarin",The crew of the ship Serenity try to evade an assassin sent to recapture telepath River.,https://www.imdb.com/title/tt0379786,119,25514517.0,7.8,82.0,74.0,/4sqUOaPFoP2W81mq1UYqZqf5WzA.jpg,/csGprKcRxt7SDpsrKiwxpgLdEsx.jpg,False,9.0
153,Series 7: The Contenders,2001,tt0251031,R,Daniel Minahan,"Brooke Smith, Marylouise Burke, Mark Woodbury",English,A TV program selects people at random to kill one another for fame and their freedom.,https://www.imdb.com/title/tt0251031,86,195065.0,6.5,71.0,55.0,/85tuJxQdjQcec3DTMc9dxwlYYfi.jpg,/vSAtqIdjJmoPjTkOZoV8X2f70nw.jpg,True,3.0
154,Sexmission,1984,tt0088083,,Juliusz Machulski,"Wieslaw Michnikowski, Jerzy Stuhr, Olgierd Lukaszewicz",Polish,"Two scientists are placed into a 3-year hibernation, but when they wake up, it turns out to have been 50 years, and they are the only two males in a new underground society composed exclusively of women.",https://www.imdb.com/title/tt0088083,122,,7.5,,,/dmHoCNyADhR87E0PSHkLIYMXrg6.jpg,/36nTaD0feaC8fXry2eG9qOCJJfc.jpg,True,4.0
155,Short Circuit,1986,tt0091949,PG,John Badham,"Ally Sheedy, Steve Guttenberg, Fisher Stevens",English,"Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes.",https://www.imdb.com/title/tt0091949,98,40697761.0,6.6,62.0,50.0,/e3eimdUK6lLe0iaSlLrYVQF3yeL.jpg,/9ip9HUpOVpJ1cYCrPG9DyIrApJy.jpg,True,6.0
156,Silent Running,1972,tt0067756,G,Douglas Trumbull,"Bruce Dern, Cliff Potts, Ron Rifkin",English,"In a future where all flora are extinct on Earth, an astronaut is given orders to destroy the last of Earth's plant samples, kept in a greenhouse aboard a spacecraft.",https://www.imdb.com/title/tt0067756,89,,6.6,71.0,67.0,/oWLdnBKgVVUd7DougF5pNuIkZZJ.jpg,/5QTwfS9vcr22Nl7PCcUro7dEMFq.jpg,True,1.0
157,Slash/Back,2022,tt9050310,,Nyla Innuksuk,"Tasiana Shirley, Alexis Vincent-Wolfe, Nalajoss Ellsworth",,"In Nunavut, four girls who like horror and alien movies, love their phones and even their poor elders who believe in shapeshifters because ""they didn't have the internet"" realize local disappearances are linked to a shapeshifting ...",https://www.imdb.com/title/tt9050310,86,,5.7,89.0,67.0,/fmmRFQtsRrNOpmcfoxVIyE1LxxT.jpg,/vruRG9oFSC2QI3F6vLAsj1ND14S.jpg,True,9.0
158,Slaughterhouse-Five,1972,tt0069280,R,George Roy Hill,"Michael Sacks, Ron Leibman, Eugene Roche","English, German, Russian",Billy Pilgrim has mysteriously become unstuck in time. He goes on an uncontrollable trip back and forth from his birth in New York to life on a distant planet and back again to the horrors of the 1945 fire-bombing of Dresden.,https://www.imdb.com/title/tt0069280,104,,6.8,82.0,66.0,/gM2q9pGW9x2zdEMPRsXLBgTDDFH.jpg,/tIlhG6ZmJFF1NKEA3aMWJhXhW78.jpg,True,2.0
159,Sleeper,1973,tt0070707,PG,Woody Allen,"Woody Allen, Diane Keaton, John Beck","English, Yiddish",A nerdish store owner is revived out of cryostasis into a future world to fight an oppressive government.,https://www.imdb.com/title/tt0070707,89,18344729.0,7.1,100.0,77.0,/YTYSziZZP5aXt5CDvdEMwKDzme.jpg,/uVTEJPLof6fizkWvmhxEprut9oQ.jpg,False,6.0
160,Slipstream,1989,tt0098350,PG-13,Steven Lisberger,"Bob Peck, Mark Hamill, Kitty Aldridge",English,"In the near future, where Earth has been devastated by man's pollution and giant winds rule the planet, bounty hunter Matt kidnaps a murderer out of the hands of two police officers, planning to get the bounty himself.",https://www.imdb.com/title/tt0098350,102,,4.7,43.0,,/cv5ga1449YmBl7by0sRQmuyzydo.jpg,/bww604cVWWzDjKCeusNV6fbITKm.jpg,False,10.0
161,Snowpiercer,2013,tt1706620,R,Bong Joon Ho,"Chris Evans, Jamie Bell, Tilda Swinton","English, Korean, French, Japanese, Czech, German","In a future where a failed climate change experiment has killed all life except for the survivors who boarded the Snowpiercer (a train that travels around the globe), a new class system emerges.",https://www.imdb.com/title/tt1706620,126,4563650.0,7.1,94.0,84.0,/nzccOvhrLGI0nvAknCEAk8bchD9.jpg,/33dV6HAnXBmwKl640gO3U4auqUN.jpg,True,2.0
162,Solarbabies,1986,tt0091981,PG-13,Alan Johnson,"Richard Jordan, Jami Gertz, Jason Patric",English,"In a post-apocalyptic future ruled by the military, a group of renegade teenage orphans find a legendary orb, Bohdai, that can supposedly bring the rain back to dried up Earth.",https://www.imdb.com/title/tt0091981,94,1579260.0,4.7,0.0,24.0,/vKNdxHrWTmG80WXdmLWM6YddZvP.jpg,/oFUDnSUG8nPZ3V3yr21kQp3colL.jpg,True,3.0
163,Solaris,1972,tt0069293,PG,Andrei Tarkovsky,"Natalya Bondarchuk, Donatas Banionis, Jüri Järvet","Russian, German",A psychologist is sent to a station orbiting a distant planet in order to discover what has caused the crew to go insane.,https://www.imdb.com/title/tt0069293,167,22168.0,7.9,93.0,93.0,/7h0DPEYm7A4VL6rNViwiXb8Np7Z.jpg,/qjPhauZx2vOi3gNKsQfJZHeGemB.jpg,True,5.0
164,Source Code,2011,tt0945513,PG-13,Duncan Jones,"Jake Gyllenhaal, Michelle Monaghan, Vera Farmiga",English,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train within 8 minutes.,https://www.imdb.com/title/tt0945513,93,54712227.0,7.5,92.0,74.0,/zXJe3nXCp7ggE3rLbhDx8jWZ4qn.jpg,/noHDKhzbwP6DfoaO2xRFLVrpX0N.jpg,True,8.0
165,Soylent Green,1973,tt0070723,PG,Richard Fleischer,"Charlton Heston, Edward G. Robinson, Leigh Taylor-Young","English, Spanish, Hebrew",A nightmarish futuristic fantasy about the controlling power of big corporations and an innocent cop who stumbles on the truth.,https://www.imdb.com/title/tt0070723,97,,7.0,71.0,66.0,/tIQVty3lbBzwuLemEDQic1Axfbd.jpg,/b7ATgNqE84WrGKq7Y8JtrnAuAS8.jpg,True,1.0
166,Splice,2009,tt1017460,R,Vincenzo Natali,"Adrien Brody, Sarah Polley, Delphine Chanéac","English, French",Genetic engineers Clive Nicoli and Elsa Kast hope to achieve fame by successfully splicing together the DNA of different animals to create new hybrid animals for medical use.,https://www.imdb.com/title/tt1017460,104,17010170.0,5.8,75.0,66.0,/4oqaWnO3dKYAt3vZWAD4oLfOXOC.jpg,/1Qall5wH3teJEYUvf8XZ9eltPvx.jpg,True,5.0
167,Split Second,1992,tt0105459,R,Tony Maylam,"Rutger Hauer, Kim Cattrall, Alastair Duncan",English,"In a flooded future London, Detective Harley Stone hunts a serial killer who murdered his partner, and has haunted him ever since. He soon discovers what he is hunting might not be human.",https://www.imdb.com/title/tt0105459,90,5430822.0,6.0,,26.0,/yVY3YXdEWZDVruKPmcAkNfhsQWV.jpg,/oCjnXawymfIn4sBog5a9nEQGxfX.jpg,True,5.0
168,Stalker,1979,tt0079944,Not Rated,Andrei Tarkovsky,"Alisa Freyndlikh, Aleksandr Kaydanovskiy, Anatoliy Solonitsyn",Russian,A guide leads two men through an area known as the Zone to find a room that grants wishes.,https://www.imdb.com/title/tt0079944,162,292049.0,8.1,100.0,85.0,/ttxJEwrVUOYJWJNURNr0mI3sRrj.jpg,/6yrbWzzrPp7pwz6zHdifspJk8t3.jpg,True,7.0
169,Starcrash,1978,tt0079946,PG,Luigi Cozzi,"Marjoe Gortner, Caroline Munro, Christopher Plummer","English, Italian",An outlaw smuggler and her alien companion are recruited by the Emperor of the Galaxy to rescue his son and destroy a secret weapon by the evil Count Zarth Arn.,https://www.imdb.com/title/tt0079946,92,,4.0,33.0,,/npJt35Q36aGcTYpcg9epbwQIIkz.jpg,/owpKSfeEtwQefx8XxxhmSpRVpwC.jpg,True,6.0
170,Starship Troopers,1997,tt0120201,R,Paul Verhoeven,"Casper Van Dien, Denise Richards, Dina Meyer",English,"Humans, in a fascist militaristic future, wage war with giant alien bugs.",https://www.imdb.com/title/tt0120201,129,54814377.0,7.3,72.0,52.0,/cxCmv23O7p3hyHwqoktHYkZcGsY.jpg,/uceohbhT4QLNRzdLmOtVBXAzxlW.jpg,False,8.0
171,Strange Days,1995,tt0114558,R,Kathryn Bigelow,"Ralph Fiennes, Angela Bassett, Juliette Lewis",English,A former cop turned street-hustler accidentally uncovers a conspiracy in Los Angeles in 1999.,https://www.imdb.com/title/tt0114558,145,7959291.0,7.2,68.0,66.0,/rY5BrDRcYAKE0BYmmT66YG6Uy5Q.jpg,/zSFuvi6fIPT8CHpH1KMG25T2Iub.jpg,False,6.0
172,Sunshine,2007,tt0448134,R,Danny Boyle,"Cillian Murphy, Rose Byrne, Chris Evans",English,A team of international astronauts is sent on a dangerous mission to reignite the dying Sun with a nuclear fission bomb in 2057.,https://www.imdb.com/title/tt0448134,107,3675753.0,7.2,77.0,64.0,/oKGGeJ8qvm0UmClz43VJ31fzPP7.jpg,/5AIAnucJKZ3sHpm7r1ykFVIoUHK.jpg,True,8.0
173,Synchronic,2019,tt9016974,R,"Justin Benson, Aaron Moorhead","Anthony Mackie, Jamie Dornan, Katie Aselton","English, Spanish","Two New Orleans paramedics' lives are ripped apart after they encounter a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.",https://www.imdb.com/title/tt9016974,102,636673.0,6.2,79.0,64.0,/wgm4gdJwb7iSYX0uBsRAZmHQmPm.jpg,/zh1M8fE2vQ0BKxYzIvMYan7ryV.jpg,True,9.0
174,THX 1138,1971,tt0066434,GP,George Lucas,"Robert Duvall, Donald Pleasence, Don Pedro Colley",English,"In the 25th century, a time when people have designations instead of names, a man, THX 1138, and a woman, LUH 3417, rebel against their rigidly controlled society.",https://www.imdb.com/title/tt0066434,86,2437000.0,6.6,86.0,75.0,/25cQH5gZ60BiA5Y91HxoPpnFiY0.jpg,/fM9ODwfR7m8fI2g99M9WyhvqXtI.jpg,False,7.0
175,Tank Girl,1995,tt0114614,R,Rachel Talalay,"Lori Petty, Ice-T, Naomi Watts",English,"A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet.",https://www.imdb.com/title/tt0114614,104,4064495.0,5.4,45.0,46.0,/qohdY3BcJ98sFneOUAWp0FmH4Z6.jpg,/9bfsEbee1ISYAvJepdqAT4MLoom.jpg,False,4.0
176,Terminator 2: Judgment Day,1991,tt0103064,R,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong","English, Spanish","A cyborg, identical to the one who failed to kill Sarah Connor, must now protect her ten year old son John from an even more advanced and powerful cyborg.",https://www.imdb.com/title/tt0103064,137,205881154.0,8.6,91.0,75.0,/5M0j0B18abtBI5gi2RhfjjurTqb.jpg,/vINgGecnz95iDL6fjQMARDsocgG.jpg,True,4.0
177,Terminator Genisys,2015,tt1340138,PG-13,Alan Taylor,"Arnold Schwarzenegger, Jason Clarke, Emilia Clarke","English, Ukrainian","When John Connor, leader of the human resistance, sends Sgt. Kyle Reese back to 1984 to protect Sarah Connor and safeguard the future, an unexpected turn of events creates a fractured timeline.",https://www.imdb.com/title/tt1340138,126,89760956.0,6.3,26.0,38.0,/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,/tZvP8DNNSyC9Cir4viXXn3S7uhn.jpg,True,3.0
178,Tetsuo II: Body Hammer,1992,tt0105569,R,Shin'ya Tsukamoto,"Tomorô Taguchi, Shin'ya Tsukamoto, Nobu Kanaoka",Japanese,"When metal-worshipping fanatics abduct his son, a father unleashes his dormant destructive power, as his naked rage transforms the once-feeble flesh into a grisly symbiosis of metal and tissue. Who dares to defy the ultimate body-...",https://www.imdb.com/title/tt0105569,83,2550.0,6.4,,,/w2We4S0SmRP72BKpvtOfyu9cF6H.jpg,/ql0B3ptH0jApLi9yR0Qv198PxVI.jpg,False,6.0
179,Tetsuo: The Iron Man,1989,tt0096251,Not Rated,Shin'ya Tsukamoto,"Tomorô Taguchi, Kei Fujiwara, Nobu Kanaoka",Japanese,"A businessman accidentally kills The Metal Fetishist, who gets his revenge by slowly turning the man into a grotesque hybrid of flesh and rusty metal.",https://www.imdb.com/title/tt0096251,67,,6.9,84.0,,/v3OnlQS8ED0qmpnz6LZQRKN6Zor.jpg,/yaiPcHyLzP1hQRmInJ87yRaaS4b.jpg,True,4.0
180,The Abyss,1989,tt0096754,PG-13,James Cameron,"Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn",English,A civilian diving team is enlisted to search for a lost nuclear submarine and faces danger while encountering an alien aquatic species.,https://www.imdb.com/title/tt0096754,140,54981151.0,7.5,89.0,62.0,/2dCit3XAtv9KWCJvRKdPkJ0FAkH.jpg,/xLzkWj2C6zCWyFT8Z7tKKtfrwcR.jpg,False,9.0
181,The Andromeda Strain,1971,tt0066769,G,Robert Wise,"James Olson, Arthur Hill, David Wayne",English,"Top scientists work feverishly in a secret, state-of-the-art laboratory to discover what killed the citizens of a small town and how the deadly contagion can be stopped.",https://www.imdb.com/title/tt0066769,131,,7.2,68.0,60.0,/4FBSFz8wLpxd4o6hnvKOJJ8WSIz.jpg,/8yE0aOQoZSSl2CuuPvjxdHuQl4P.jpg,True,4.0
182,The Animatrix,2003,tt0328832,Unrated,"Peter Chung, Andrew R. Jones, Yoshiaki Kawajiri, Takeshi Koike, Mahiro Maeda, Kôji Morimoto, Shin'ichirô Watanabe","James Arnold Taylor, Julia Fletcher, Dwight Schultz","English, Japanese",A collection of nine short films featuring stories related to The Matrix (1999).,https://www.imdb.com/title/tt0328832,100,,7.3,89.0,,/g52SOsTvdjzY8oPIn5znLJMzLHG.jpg,/7a4WHNllmX5ZGR0MfYJDPhV69eM.jpg,True,6.0
183,The Arrival,1996,tt0115571,PG-13,David Twohy,"Charlie Sheen, Lindsay Crouse, Richard Schiff","English, Spanish","Zane, an astronomer, discovers intelligent alien life. But the aliens are keeping a deadly secret, and will do anything to stop Zane from learning it.",https://www.imdb.com/title/tt0115571,115,14063331.0,6.2,66.0,56.0,/7ARbqk8SqABU8QqANvpJCpMQ5nj.jpg,/oJ597dVjLMICx56clM7iy3AUUsA.jpg,True,5.0
184,The Black Hole,1979,tt0078869,PG,Gary Nelson,"Maximilian Schell, Anthony Perkins, Robert Forster",English,"A research vessel finds a missing ship, commanded by a mysterious scientist, on the edge of a black hole.",https://www.imdb.com/title/tt0078869,98,35841901.0,5.9,41.0,52.0,/92fghstMdnJQPxoqWPGtRhbUb8G.jpg,/dfNNSNVdbaFgDt4DLJf55CZsB5L.jpg,True,2.0
